Ticker,Name,Sector,P/B Ratio,NCA/BV Ratio,Equity Ratio %
4883.T,Modalis Therapeutics Corporation,Pharmaceutical,1.09,0.987,94.23
4887.T,"SAWAI GROUP HOLDINGS Co.,Ltd.",Pharmaceutical,1.09,0.669,49.61
4880.T,"CellSource Co.,Ltd.",Pharmaceutical,1.13,0.838,85.66
7702.T,"JMS CO.,LTD.",Precision Instruments,0.28,0.496,50.24
5187.T,"CREATE MEDIC CO.,LTD.",Precision Instruments,0.59,0.747,81.08
7744.T,"Noritsu Koki Co.,Ltd.",Precision Instruments,0.66,0.45,75.7
7713.T,"SIGMA KOKI CO.,LTD.",Precision Instruments,0.75,0.577,86.86
7743.T,"SEED CO.,LTD.",Precision Instruments,0.8,-0.303,30.84
7722.T,"KOKUSAI CO.,LTD.",Precision Instruments,0.83,0.789,60.06
7749.T,"MEDIKIT CO.,LTD.",Precision Instruments,0.86,0.596,87.82
7723.T,"Aichi Tokei Denki Co.,Ltd.",Precision Instruments,0.88,0.544,74.82
7769.T,"RHYTHM CO.,LTD.",Precision Instruments,0.9,0.665,69.31
7727.T,OVAL Corporation,Precision Instruments,0.94,0.522,63.71
8086.T,NIPRO CORPORATION,Precision Instruments,0.95,0.607,22.59
7600.T,"Japan Medical Dynamic Marketing,INC.",Precision Instruments,1.0,0.676,71.19
7782.T,"Sincere Co.,LTD.",Precision Instruments,1.09,0.934,52.36
7779.T,"CYBERDYNE,INC.",Precision Instruments,1.18,0.389,80.73
7731.T,NIKON CORPORATION,Precision Instruments,1.23,0.542,54.58
7780.T,"Menicon Co.,Ltd.",Precision Instruments,1.32,0.524,48.83
255A.T,"GLTECHNO HOLDINGS,INC.",Precision Instruments,1.38,0.55,75.39
7715.T,"NAGANO KEIKI CO.,LTD.",Precision Instruments,1.43,0.633,62.86
7707.T,"Precision System Science Co.,Ltd.",Precision Instruments,1.47,0.64,64.77
6376.T,"NIKKISO CO.,LTD.",Precision Instruments,1.53,0.675,44.17
3944.T,"Furubayashi Shiko Co.,Ltd.",Pulp and Paper,0.3,0.15,49.08
3958.T,"Sasatoku Printing Co.,Ltd.",Pulp and Paper,0.31,0.184,61.4
3863.T,"Nippon Paper Industries Co.,Ltd.",Pulp and Paper,0.33,0.398,29.25
3895.T,HAVIX CORPORATION,Pulp and Paper,0.43,0.584,56.02
3877.T,"Chuetsu Pulp & Paper Co.,Ltd.",Pulp and Paper,0.44,0.149,50.34
3947.T,"Dynapac Co.,Ltd.",Pulp and Paper,0.45,0.011,55.22
3864.T,Mitsubishi Paper Mills Limited,Pulp and Paper,0.46,-0.003,46.3
3954.T,SHOWA PAXXS CORPORATION,Pulp and Paper,0.47,0.496,72.35
3955.T,"IMURA & Co.,Ltd.",Pulp and Paper,0.47,0.031,63.47
3951.T,"ASAHI PRINTING CO.,LTD.",Pulp and Paper,0.5,0.338,51.51
3943.T,"OHISHI SANGYO CO.,LTD.",Pulp and Paper,0.51,0.385,69.66
3892.T,"Okayama Paper Industries Co.,Ltd.",Pulp and Paper,0.52,0.559,78.01
3953.T,"OHMURA SHIGYO CO.,LTD.",Pulp and Paper,0.53,0.663,77.74
3896.T,"AWA PAPER & TECHNOLOGICAL COMPANY,Inc.",Pulp and Paper,0.57,0.26,22.06
3865.T,Hokuetsu Corporation,Pulp and Paper,0.58,0.4,59.89
3945.T,"Superbag Company,Limited",Pulp and Paper,0.59,0.544,40.3
3880.T,Daio Paper Corporation,Pulp and Paper,0.65,0.28,26.57
3861.T,Oji Holdings Corporation,Pulp and Paper,0.67,0.048,41.03
3946.T,"TOMOKU CO.,LTD.",Pulp and Paper,0.7,0.301,45.63
3941.T,"Rengo Co.,Ltd.",Pulp and Paper,0.73,0.126,37.26
8887.T,"SYLA Holdings Co.,Ltd.",Real Estate,0.01,0.903,66.07
8944.T,"LAND BUSINESS  CO.,LTD.",Real Estate,0.29,1.971,28.49
3238.T,"CENTRAL GENERAL DEVELOPMENT CO.,LTD.",Real Estate,0.35,1.281,22.35
3293.T,"AZUMA HOUSE Co.,Ltd.",Real Estate,0.36,0.28,53.95
8917.T,"First Juken Co.,Ltd.",Real Estate,0.38,0.81,65.96
8995.T,"Makoto Construction CO,Ltd",Real Estate,0.39,0.821,61.72
8881.T,"NISSHIN GROUP HOLDINGS Company,Limited",Real Estate,0.43,1.278,48.65
8904.T,"AVANTIA CO.,LTD.",Real Estate,0.43,1.102,39.42
8931.T,WADAKOHSAN CORPORATION,Real Estate,0.43,1.378,30.71
2984.T,"Yamaichi Real Estate Co.,Ltd",Real Estate,0.44,0.98,22.49
8938.T,"GLOME Holdings,Inc.",Real Estate,0.46,0.662,92.12
8860.T,FUJI CORPORATION LIMITED,Real Estate,0.47,1.147,30.21
8891.T,"AMG HOLDINGS CO.,LTD.",Real Estate,0.47,1.072,37.49
8928.T,ANABUKI KOSAN INC.,Real Estate,0.49,1.481,29.41
3280.T,"STrust Co.,Ltd.",Real Estate,0.52,0.851,28.73
8869.T,Meiwa Estate Company Limited,Real Estate,0.52,2.337,24.41
463A.T,"INTELLEX HOLDINGS Co.,Ltd.",Real Estate,0.54,1.161,25.38
5280.T,"Yoshicon Co.,Ltd.",Real Estate,0.54,0.838,66.68
3248.T,"EARLY AGE CO.,Ltd.",Real Estate,0.57,0.098,31.13
3291.T,"Iida Group Holdings Co.,Ltd.",Real Estate,0.61,0.806,50.83
7578.T,"NICHIRYOKU CO.,LTD.",Retail Trade,0.13,-0.451,57.43
8181.T,"Totenko Co.,Ltd.",Retail Trade,0.28,0.058,65.44
8247.T,"Daiwa Co.,Ltd.",Retail Trade,0.3,-1.981,19.7
3396.T,FELISSIMO CORPORATION,Retail Trade,0.31,0.582,70.04
7524.T,MARCHE CORPORATION,Retail Trade,0.32,0.886,11.97
8165.T,"SENSHUKAI CO.,LTD.",Retail Trade,0.32,0.514,65.16
8166.T,"Taka-Q Co.,Ltd.",Retail Trade,0.32,1.592,18.9
2673.T,"YUMEMITSUKETAI Co.,Ltd.",Retail Trade,0.33,0.082,79.27
8260.T,"IZUTSUYA CO.,LTD.",Retail Trade,0.34,-1.459,28.17
2790.T,"NAFCO Co.,Ltd.",Retail Trade,0.37,0.235,70.77
9835.T,"JUNTENDO CO.,LTD.",Retail Trade,0.37,0.264,30.47
8281.T,"XEBIO holdings CO.,LTD.",Retail Trade,0.39,0.511,57.36
7509.T,I.A GROUP CORPORATION,Retail Trade,0.41,0.313,60.14
9846.T,"TENMAYA STORE CO.,LTD.",Retail Trade,0.41,-0.253,60.89
7494.T,"KONAKA CO.,LTD.",Retail Trade,0.44,-0.085,39.35
8217.T,"OKUWA CO.,LTD.",Retail Trade,0.44,-0.072,57.51
8230.T,"HASEGAWA CO.,LTD.",Retail Trade,0.45,0.323,60.17
9993.T,"YAMAZAWA CO.,LTD.",Retail Trade,0.45,-0.103,51.47
9854.T,"AIGAN CO.,LTD.",Retail Trade,0.46,0.517,85.93
7416.T,Haruyama Holdings Inc.,Retail Trade,0.47,0.41,54.7
5194.T,"SAGAMI RUBBER INDUSTRIES CO.,LTD.",Rubber Products,0.61,-0.045,60.6
5199.T,"FUJI LATEX CO.,LTD.",Rubber Products,0.62,0.29,39.4
5185.T,"Fukoku Co.,Ltd.",Rubber Products,0.64,0.569,50.03
5162.T,ASAHI RUBBER INC.,Rubber Products,0.71,0.535,51.63
5189.T,"SAKURA RUBBER CO.,LTD.",Rubber Products,0.77,0.757,51.02
5110.T,"Sumitomo Rubber Industries,Ltd.",Rubber Products,0.8,0.418,49.05
5122.T,"OKAMOTO INDUSTRIES,INC.",Rubber Products,0.82,0.437,67.32
5184.T,"NICHIRIN CO.,LTD.",Rubber Products,0.87,0.673,68.5
5195.T,"Bando Chemical Industries,Ltd.",Rubber Products,0.98,0.375,70.21
5186.T,Nitta Corporation,Rubber Products,1.1,0.408,85.64
5192.T,Mitsuboshi Belting Ltd.,Rubber Products,1.11,0.56,78.24
5101.T,"The Yokohama Rubber Company,Limited",Rubber Products,1.14,0.368,51.58
5105.T,Toyo Tire Corporation,Rubber Products,1.16,0.472,65.39
5103.T,"Showa Holdings Co.,Ltd.",Rubber Products,1.19,1.706,23.02
5121.T,FUJIKURA COMPOSITES Inc.,Rubber Products,1.2,0.612,76.16
5161.T,"NISHIKAWA RUBBER CO.,LTD.",Rubber Products,1.27,0.525,59.64
5108.T,BRIDGESTONE CORPORATION,Rubber Products,1.28,0.475,63.71
8617.T,"The Kosei Securities Co.,Ltd.",Securities and Commodities Futures,0.33,0.484,72.81
8699.T,"HS Holdings Co.,Ltd.",Securities and Commodities Futures,0.34,N/A,75.83
8518.T,"Japan Asia Investment Company,Limited",Securities and Commodities Futures,0.44,0.977,35.87
8746.T,unbanked inc.,Securities and Commodities Futures,0.44,0.691,10.63
7175.T,"The Imamura Securities Co.,Ltd.",Securities and Commodities Futures,0.58,0.629,49.58
8742.T,"KOBAYASHI YOKO CO.,LTD.",Securities and Commodities Futures,0.65,0.407,41.92
8747.T,"YUTAKA TRUSTY SECURITIES CO.,LTD.",Securities and Commodities Futures,0.72,0.741,6.35
7347.T,"Mercuria Holdings Co.,Ltd.",Securities and Commodities Futures,0.87,1.089,76.63
8737.T,Akatsuki Corp.,Securities and Commodities Futures,0.87,1.288,20.24
8595.T,"JAFCO Group Co.,Ltd.",Securities and Commodities Futures,0.88,0.886,84.96
8609.T,OKASAN SECURITIES GROUP INC.,Securities and Commodities Futures,0.89,N/A,16.49
8705.T,"Nissan Securities Group Co.,Ltd.",Securities and Commodities Futures,0.89,1.0,4.65
8700.T,"Maruhachi Securities Co.,Ltd.",Securities and Commodities Futures,0.9,0.665,65.95
8473.T,"SBI Holdings,Inc.",Securities and Commodities Futures,0.98,1.474,4.69
8622.T,"Mito Securities Co.,Ltd.",Securities and Commodities Futures,1.0,0.641,58.47
8616.T,"Tokai Tokyo Financial Holdings,Inc.",Securities and Commodities Futures,1.01,1.562,12.83
8706.T,"KYOKUTO SECURITIES CO.,LTD.",Securities and Commodities Futures,1.03,N/A,65.15
8708.T,"AIZAWA SECURITIES GROUP CO.,LTD.",Securities and Commodities Futures,1.05,0.419,38.19
7185.T,Hirose Tusyo Inc.,Securities and Commodities Futures,1.1,1.015,15.89
462A.T,"FUNDINNO,INC.",Securities and Commodities Futures,1.17,N/A,N/A
9760.T,"SHINGAKUKAI HOLDINGS CO.,LTD.",Services,0.27,0.162,36.79
4679.T,"TAYA Co.,Ltd.",Services,0.29,0.174,36.02
7372.T,Decollte Holdings Corporation,Services,0.37,-0.275,40.43
9791.T,BIKEN TECHNO CORPORATION,Services,0.39,0.415,58.86
4678.T,"SHUEI YOBIKO Co.,Ltd.",Services,0.45,0.016,48.13
9761.T,"TOKAI LEASE CO.,LTD.",Services,0.45,0.34,44.41
2168.T,Pasona Group Inc.,Services,0.46,0.75,50.91
6059.T,"UCHIYAMA HOLDINGS Co.,Ltd.",Services,0.46,0.639,46.85
4707.T,KITAC CORPORATION,Services,0.49,-0.165,55.59
4341.T,SEIRYO ELECTRIC CORPORATION,Services,0.53,0.731,46.01
6579.T,"logly,Inc.",Services,0.53,0.584,45.47
9767.T,"NIKKEN KOGAKU CO.,LTD.",Services,0.53,0.661,77.5
4331.T,"TAKE AND GIVE. NEEDS Co.,Ltd.",Services,0.55,-0.147,33.97
2376.T,SCINEX CORPORATION,Services,0.56,0.539,55.79
9713.T,"THE ROYAL HOTEL,LIMITED",Services,0.58,0.463,60.63
2156.T,SAYLOR ADVERTISING INC.,Services,0.59,0.355,53.42
4705.T,CLIP Corporation,Services,0.59,0.595,87.08
9656.T,GREENLAND RESORT COMPANY LIMITED,Services,0.59,-0.392,52.44
9248.T,"People, Dreams & Technologies Group Co.,Ltd.",Services,0.6,0.741,50.71
9625.T,"CERESPO CO.,LTD.",Services,0.61,0.607,77.42
3600.T,FUJIX Ltd.,Textiles and Apparels,0.24,0.617,78.67
3204.T,Toabo Corporation,Textiles and Apparels,0.32,0.198,40.73
8040.T,"TOKYO SOIR CO.,LTD.",Textiles and Apparels,0.33,0.559,76.07
3109.T,SHIKIBO LTD.,Textiles and Apparels,0.36,0.265,38.52
3577.T,Tokai Senko K.K.,Textiles and Apparels,0.37,0.439,52.89
3551.T,DYNIC CORPORATION,Textiles and Apparels,0.39,0.232,48.26
3123.T,"SAIBO Co.,Ltd.",Textiles and Apparels,0.41,0.193,45.43
8013.T,"NAIGAI CO.,LTD.",Textiles and Apparels,0.42,0.675,55.59
3501.T,"SUMINOE Co.,Ltd.",Textiles and Apparels,0.45,0.395,32.83
3524.T,"NITTO SEIMO CO.,LTD.",Textiles and Apparels,0.46,0.265,24.23
8143.T,"LAPINE CO.,LTD.",Textiles and Apparels,0.46,-0.504,22.99
8029.T,LOOK HOLDINGS INCORPORATED,Textiles and Apparels,0.49,0.558,63.17
3583.T,AuBEX CORPORATION,Textiles and Apparels,0.51,0.724,71.34
3529.T,"ATSUGI CO.,LTD.",Textiles and Apparels,0.55,0.348,80.23
3571.T,"SOTOH CO.,LTD.",Textiles and Apparels,0.58,0.213,75.33
3513.T,"ICHIKAWA CO.,LTD.",Textiles and Apparels,0.59,0.477,75.02
3607.T,"KURAUDIA HOLDINGS CO.,LTD.",Textiles and Apparels,0.66,-0.076,31.43
3611.T,MATSUOKA CORPORATION,Textiles and Apparels,0.67,0.759,53.13
3597.T,"JICHODO Co.,Ltd.",Textiles and Apparels,0.68,0.743,92.1
8127.T,YAMATO INTERNATIONAL INC.,Textiles and Apparels,0.68,0.332,74.31
7215.T,"FALTEC Co.,Ltd.",Transportation Equipment,0.2,0.571,28.95
7212.T,F-TECH INC.,Transportation Equipment,0.21,0.068,31.83
7291.T,"NIHON PLAST CO.,LTD.",Transportation Equipment,0.23,0.328,43.89
7201.T,"NISSAN MOTOR CO.,LTD.",Transportation Equipment,0.24,0.858,26.06
7214.T,GMB CORPORATION,Transportation Equipment,0.24,0.356,23.7
7247.T,MIKUNI CORPORATION,Transportation Equipment,0.3,0.406,38.02
7219.T,"HKS CO.,LTD.",Transportation Equipment,0.31,0.483,80.48
7277.T,"TBK Co.,Ltd.",Transportation Equipment,0.33,0.36,55.49
7294.T,YOROZU CORPORATION,Transportation Equipment,0.33,0.725,39.52
7399.T,"NANSIN CO.,LTD.",Transportation Equipment,0.33,0.704,83.03
7255.T,SAKURAI LTD.,Transportation Equipment,0.34,0.241,67.74
7266.T,"Imasen Electric Industrial Co.,Ltd.",Transportation Equipment,0.34,0.587,68.73
7284.T,"MEIWA INDUSTRY CO.,LTD.",Transportation Equipment,0.35,0.372,52.93
7264.T,MURO CORPORATION,Transportation Equipment,0.37,0.458,75.07
7279.T,HI-LEX CORPORATION,Transportation Equipment,0.37,0.481,63.23
7261.T,Mazda Motor Corporation,Transportation Equipment,0.38,0.438,42.55
7218.T,"TANAKA SEIMITSU KOGYO CO.,LTD.",Transportation Equipment,0.39,0.445,54.4
7297.T,"CAR MATE MFG. CO.,LTD.",Transportation Equipment,0.4,0.966,75.23
6493.T,NITTAN Corporation,Transportation Equipment,0.41,0.582,46.3
5949.T,UNIPRES CORPORATION,Transportation Equipment,0.42,0.454,45.37
9355.T,RINKO CORPORATION,Warehousing and Harbor Transportation Service,0.3,-0.167,50.04
9193.T,"Tokyo Kisen Co.,Ltd.",Warehousing and Harbor Transportation Service,0.31,0.349,74.51
9365.T,TRADIA CORPORATION,Warehousing and Harbor Transportation Service,0.39,-0.036,44.4
9361.T,"FUSHIKI KAIRIKU UNSO CO.,LTD.",Warehousing and Harbor Transportation Service,0.41,0.159,47.96
9351.T,"TOYO WHARF & WAREHOUSE CO.,LTD.",Warehousing and Harbor Transportation Service,0.42,-0.023,54.7
9313.T,Maruhachi Warehouse Company Limited,Warehousing and Harbor Transportation Service,0.46,-0.023,62.66
9366.T,SANRITSU CORPORATION,Warehousing and Harbor Transportation Service,0.47,0.096,45.62
9311.T,ASAGAMI CORPORATION,Warehousing and Harbor Transportation Service,0.48,0.164,51.59
9306.T,"Toyo Logistics Co.,Ltd.",Warehousing and Harbor Transportation Service,0.52,0.156,57.84
9353.T,"SAKURAJIMA FUTO KAISHA,LTD.",Warehousing and Harbor Transportation Service,0.53,0.082,66.16
9312.T,"THE KEIHIN CO.,LTD.",Warehousing and Harbor Transportation Service,0.56,0.023,56.54
9380.T,"Azuma Shipping Co.,Ltd.",Warehousing and Harbor Transportation Service,0.63,0.135,41.94
9319.T,"Chuo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,0.68,0.14,76.64
9324.T,Yasuda Logistics Corporation,Warehousing and Harbor Transportation Service,0.69,0.184,46.13
9310.T,Japan Transcity Corporation,Warehousing and Harbor Transportation Service,0.77,0.206,57.92
9322.T,"KAWANISHI WAREHOUSE CO.,LTD.",Warehousing and Harbor Transportation Service,0.84,0.274,54.92
9368.T,"KIMURA UNITY CO.,LTD.",Warehousing and Harbor Transportation Service,0.84,0.369,62.07
9362.T,"HYOKI KAIUN KAISHA,LTD.",Warehousing and Harbor Transportation Service,0.89,0.048,43.34
9307.T,"Sugimura Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,0.93,0.419,78.12
9303.T,"The Sumitomo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,0.96,0.127,61.18
7425.T,"HATSUHO SHOUJI CO.,LTD.",Wholesale Trade,0.16,0.552,45.12
9895.T,CONSEC CORPORATION,Wholesale Trade,0.28,0.34,64.0
8144.T,"Denkyo Group Holdings Co.,Ltd.",Wholesale Trade,0.29,0.454,76.38
5283.T,"TAKAMISAWA CO.,LTD.",Wholesale Trade,0.31,0.347,35.6
7531.T,SEIWA CHUO HOLDINGS CORPORATION,Wholesale Trade,0.32,0.472,44.06
8025.T,"TSUKAMOTO CORPORATION CO.,LTD.",Wholesale Trade,0.32,-0.182,51.49
8077.T,TORQ Inc.,Wholesale Trade,0.33,0.315,41.98
8123.T,"T.KAWABE & CO.,LTD.",Wholesale Trade,0.33,0.337,58.4
7422.T,"TOHO LAMAC CO.,LTD.",Wholesale Trade,0.36,0.657,67.44
7426.T,Yamadai Corporation,Wholesale Trade,0.36,0.354,40.03
7414.T,"ONOKEN CO.,LTD.",Wholesale Trade,0.37,0.276,47.33
7464.T,"SAFTEC CO.,LTD.",Wholesale Trade,0.37,0.621,62.49
8089.T,Nice Corporation,Wholesale Trade,0.37,0.509,34.27
8835.T,TAIHEIYO KOUHATSU INCORPORATED,Wholesale Trade,0.38,-0.012,35.18
9885.T,"CHARLE CO.,LTD.",Wholesale Trade,0.38,0.704,76.47
8030.T,"Chuo Gyorui Co.,Ltd.",Wholesale Trade,0.39,0.256,44.08
7442.T,"NAKAYAMAFUKU CO.,LTD.",Wholesale Trade,0.4,0.527,71.65
7444.T,"Harima-Kyowa Co.,LTD.",Wholesale Trade,0.4,0.409,69.38
7538.T,"DAISUI CO.,LTD.",Wholesale Trade,0.4,0.681,45.26
8138.T,SANKYO KASEI CORPORATION,Wholesale Trade,0.4,0.594,59.58
