Ticker,Name,Sector,P/E Ratio,Equity Ratio %
5101.T,"The Yokohama Rubber Company,Limited",Rubber Products,9.49,51.58
5105.T,Toyo Tire Corporation,Rubber Products,9.62,65.39
5184.T,"NICHIRIN CO.,LTD.",Rubber Products,9.86,68.5
5189.T,"SAKURA RUBBER CO.,LTD.",Rubber Products,10.0,54.61
5186.T,Nitta Corporation,Rubber Products,11.11,85.25
5110.T,"Sumitomo Rubber Industries,Ltd.",Rubber Products,11.15,49.05
5121.T,FUJIKURA COMPOSITES Inc.,Rubber Products,12.66,72.0
5185.T,"Fukoku Co.,Ltd.",Rubber Products,12.69,54.5
5192.T,Mitsuboshi Belting Ltd.,Rubber Products,16.75,74.74
5122.T,"OKAMOTO INDUSTRIES,INC.",Rubber Products,18.45,64.57
5161.T,"NISHIKAWA RUBBER CO.,LTD.",Rubber Products,22.12,63.54
5108.T,BRIDGESTONE CORPORATION,Rubber Products,28.9,63.71
5195.T,"Bando Chemical Industries,Ltd.",Rubber Products,28.99,68.05
8699.T,"HS Holdings Co.,Ltd.",Securities and Commodities Futures,2.59,74.89
7176.T,"Simplex Financial Holdings Co.,Ltd.",Securities and Commodities Futures,3.35,64.37
8737.T,Akatsuki Corp.,Securities and Commodities Futures,6.82,19.42
8747.T,"YUTAKA TRUSTY SECURITIES CO.,LTD.",Securities and Commodities Futures,7.09,10.96
8473.T,"SBI Holdings,Inc.",Securities and Commodities Futures,7.17,3.93
5834.T,"SBI Leasing Services Co.,Ltd.",Securities and Commodities Futures,7.52,23.8
7148.T,"Financial Partners Group Co.,Ltd.",Securities and Commodities Futures,7.54,44.98
8704.T,"TRADERS HOLDINGS CO.,LTD.",Securities and Commodities Futures,8.48,13.92
7175.T,"The Imamura Securities Co.,Ltd.",Securities and Commodities Futures,10.01,61.35
7177.T,"GMO Financial Holdings,Inc.",Securities and Commodities Futures,10.49,3.76
8707.T,"IwaiCosmo Holdings,Inc.",Securities and Commodities Futures,10.52,36.51
8604.T,"Nomura Holdings, Inc.",Securities and Commodities Futures,11.05,6.11
8518.T,"Japan Asia Investment Company,Limited",Securities and Commodities Futures,11.66,44.21
7172.T,"Japan Investment Adviser Co.,Ltd.",Securities and Commodities Futures,11.67,25.03
254A.T,AI FUSION CAPITAL GROUP CORP.,Securities and Commodities Futures,11.79,58.31
8706.T,"KYOKUTO SECURITIES CO.,LTD.",Securities and Commodities Futures,13.28,65.66
8739.T,"SPARX Group Co.,Ltd.",Securities and Commodities Futures,13.44,67.1
8700.T,"Maruhachi Securities Co.,Ltd.",Securities and Commodities Futures,13.77,76.57
7185.T,Hirose Tusyo Inc.,Securities and Commodities Futures,14.06,16.81
8601.T,Daiwa Securities Group Inc.,Securities and Commodities Futures,14.16,4.57
185A.T,Recycle Tech Japan CORPORATION,Services,1.94,39.08
6059.T,"UCHIYAMA HOLDINGS Co.,Ltd.",Services,3.25,45.85
4645.T,"ICHISHIN HOLDINGS CO.,LTD.",Services,3.75,15.74
415A.T,"GMO TECH Holdings,Inc.",Services,3.98,69.83
333A.T,"TECHNOSMILE,INC.",Services,4.09,18.53
331A.T,Medix Inc.,Services,4.43,49.01
437A.T,"Jwave Co.,Ltd",Services,4.75,26.79
9247.T,TRE HOLDINGS CORPORATION,Services,4.95,45.15
217A.T,"SUPPORT Co.,Ltd.",Services,5.03,38.73
2435.T,"CEDAR.Co.,Ltd",Services,5.68,7.42
9726.T,"KNT-CT Holdings Co.,Ltd.",Services,5.9,37.49
6547.T,"GREENS CO.,LTD.",Services,6.06,34.61
6029.T,Artra Group Corporation,Services,6.08,41.09
9628.T,"SAN HOLDINGS,INC.",Services,6.13,58.95
9731.T,"Hakuyosha Company,Ltd.",Services,6.14,36.15
2418.T,TSUKADA GLOBAL HOLDINGS Inc.,Services,6.44,26.55
9713.T,"THE ROYAL HOTEL,LIMITED",Services,6.46,55.98
4341.T,SEIRYO ELECTRIC CORPORATION,Services,6.48,44.75
321A.T,Human Stage Holdings Corporation,Services,6.56,51.37
2415.T,"Human Holdings Co.,Ltd.",Services,6.61,35.66
3607.T,"KURAUDIA HOLDINGS CO.,LTD.",Textiles and Apparels,5.39,31.43
3551.T,DYNIC CORPORATION,Textiles and Apparels,5.43,43.54
3583.T,AuBEX CORPORATION,Textiles and Apparels,5.71,68.15
3204.T,Toabo Corporation,Textiles and Apparels,6.77,40.73
3123.T,"SAIBO Co.,Ltd.",Textiles and Apparels,7.63,42.29
3524.T,"NITTO SEIMO CO.,LTD.",Textiles and Apparels,8.61,24.23
3611.T,MATSUOKA CORPORATION,Textiles and Apparels,9.24,51.83
3612.T,"WORLD CO.,LTD.",Textiles and Apparels,9.42,29.67
3577.T,Tokai Senko K.K.,Textiles and Apparels,9.49,48.12
8016.T,"ONWARD HOLDINGS CO.,LTD.",Textiles and Apparels,10.56,47.03
365A.T,"IZAWA TOWEL CO.,LTD.",Textiles and Apparels,11.86,46.33
3569.T,"SEIREN CO.,LTD.",Textiles and Apparels,12.64,71.96
8029.T,LOOK HOLDINGS INCORPORATED,Textiles and Apparels,12.92,63.17
8111.T,Goldwin Inc.,Textiles and Apparels,12.92,73.16
3106.T,KURABO INDUSTRIES LTD.,Textiles and Apparels,13.21,62.88
3201.T,"THE JAPAN WOOL TEXTILE CO.,LTD.",Textiles and Apparels,13.74,69.38
8011.T,SANYO SHOKAI LTD.,Textiles and Apparels,14.12,68.9
3109.T,SHIKIBO LTD.,Textiles and Apparels,14.29,41.13
3513.T,"ICHIKAWA CO.,LTD.",Textiles and Apparels,15.15,75.54
3001.T,"Katakura Industries Co.,Ltd.",Textiles and Apparels,15.22,63.8
7247.T,MIKUNI CORPORATION,Transportation Equipment,4.74,34.49
7255.T,SAKURAI LTD.,Transportation Equipment,4.88,65.94
7213.T,LECIP HOLDINGS CORPORATION,Transportation Equipment,5.24,49.5
7102.T,"NIPPON SHARYO,LTD.",Transportation Equipment,5.66,49.29
7239.T,"TACHI-S CO.,LTD.",Transportation Equipment,5.71,55.99
7218.T,"TANAKA SEIMITSU KOGYO CO.,LTD.",Transportation Equipment,5.82,55.02
7273.T,"IKUYO CO.,LTD.",Transportation Equipment,5.84,43.23
7236.T,"T.RAD Co., Ltd.",Transportation Equipment,6.76,49.94
7284.T,"MEIWA INDUSTRY CO.,LTD.",Transportation Equipment,6.96,48.06
7235.T,"TOKYO RADIATOR MFG.CO.,LTD.",Transportation Equipment,6.98,66.71
7270.T,SUBARU CORPORATION,Transportation Equipment,7.01,53.35
7318.T,"SERENDIP HOLDINGS Co.,Ltd.",Transportation Equipment,7.13,25.22
6995.T,"TOKAI RIKA CO.,LTD.",Transportation Equipment,7.23,61.86
7272.T,"Yamaha Motor Co.,Ltd.",Transportation Equipment,7.36,39.01
7219.T,"HKS CO.,LTD.",Transportation Equipment,7.89,80.48
7299.T,FUJI OOZX Inc.,Transportation Equipment,8.01,82.2
7241.T,"FUTABA INDUSTRIAL CO.,LTD.",Transportation Equipment,8.14,37.47
7254.T,UNIVANCE CORPORATION,Transportation Equipment,8.19,59.34
7228.T,DAYTONA CORPORATION,Transportation Equipment,8.29,80.72
7242.T,KYB Corporation,Transportation Equipment,8.34,48.7
9193.T,"Tokyo Kisen Co.,Ltd.",Warehousing and Harbor Transportation Service,5.87,75.99
9365.T,TRADIA CORPORATION,Warehousing and Harbor Transportation Service,5.97,43.09
9311.T,ASAGAMI CORPORATION,Warehousing and Harbor Transportation Service,7.27,47.87
9361.T,"FUSHIKI KAIRIKU UNSO CO.,LTD.",Warehousing and Harbor Transportation Service,7.49,47.96
9355.T,RINKO CORPORATION,Warehousing and Harbor Transportation Service,7.51,46.71
9312.T,"THE KEIHIN CO.,LTD.",Warehousing and Harbor Transportation Service,8.24,59.2
9363.T,"DAIUN CO.,LTD.",Warehousing and Harbor Transportation Service,9.46,63.85
9306.T,"Toyo Logistics Co.,Ltd.",Warehousing and Harbor Transportation Service,9.47,54.84
9353.T,"SAKURAJIMA FUTO KAISHA,LTD.",Warehousing and Harbor Transportation Service,9.74,62.81
9301.T,Mitsubishi Logistics Corporation,Warehousing and Harbor Transportation Service,10.36,59.85
9366.T,SANRITSU CORPORATION,Warehousing and Harbor Transportation Service,10.53,47.34
9351.T,"TOYO WHARF & WAREHOUSE CO.,LTD.",Warehousing and Harbor Transportation Service,10.71,53.63
9368.T,"KIMURA UNITY CO.,LTD.",Warehousing and Harbor Transportation Service,10.92,60.74
9310.T,Japan Transcity Corporation,Warehousing and Harbor Transportation Service,13.07,55.13
9362.T,"HYOKI KAIUN KAISHA,LTD.",Warehousing and Harbor Transportation Service,13.68,38.67
9304.T,Shibusawa Logistics Corporation,Warehousing and Harbor Transportation Service,13.77,54.81
9303.T,"The Sumitomo Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,14.58,59.98
9325.T,PHYZ Holdings Inc.,Warehousing and Harbor Transportation Service,15.01,38.37
9381.T,AIT CORPORATION,Warehousing and Harbor Transportation Service,16.58,74.58
9307.T,"Sugimura Warehouse Co.,Ltd.",Warehousing and Harbor Transportation Service,19.46,75.05
2700.T,"KITOKU SHINRYO CO.,LTD.",Wholesale Trade,2.99,36.09
8135.T,ZETT CORPORATION,Wholesale Trade,2.99,44.42
405A.T,"Koyama Miraie Co.,Ltd",Wholesale Trade,3.93,22.89
8041.T,OUG Holdings Inc.,Wholesale Trade,4.42,39.39
7538.T,"DAISUI CO.,LTD.",Wholesale Trade,4.45,46.12
3089.T,"Techno Alpha Co.,Ltd.",Wholesale Trade,4.62,69.48
8138.T,SANKYO KASEI CORPORATION,Wholesale Trade,4.77,53.85
3004.T,SHINYEI KAISHA,Wholesale Trade,4.88,31.87
152A.T,"OPTY CO.,LTD.",Wholesale Trade,4.99,55.85
3306.T,"THE NIHON SEIMA CO.,LTD.",Wholesale Trade,5.06,43.86
2767.T,TSUBURAYA FIELDS HOLDINGS INC.,Wholesale Trade,5.07,51.89
8152.T,SOMAR CORPORATION,Wholesale Trade,5.09,65.13
8123.T,"T.KAWABE & CO.,LTD.",Wholesale Trade,5.35,57.12
8077.T,TORQ Inc.,Wholesale Trade,5.42,41.98
7461.T,"KIMURA CO.,LTD.",Wholesale Trade,5.64,51.81
2788.T,"APPLE INTERNATIONAL CO.,LTD.",Wholesale Trade,5.7,49.99
385A.T,"YAMAMOTO TRADING CO.,LTD.",Wholesale Trade,5.7,44.59
8043.T,Starzen Company Limited,Wholesale Trade,5.78,51.62
7670.T,O-WELL CORPORATION,Wholesale Trade,5.85,46.63
8030.T,"Chuo Gyorui Co.,Ltd.",Wholesale Trade,5.89,42.85
